"","Epoch","Phase","Recordcount","Readallfields","Requestdist","Operation","SSTsize","LOGsize","CPU","Memory","sst_files","total_sst_size","lsm_levels","pending_compactions","lsm_memory_usage","Readprop","Updateprop","Scanprop","Insertprop","Extendprop","Runtime.ms.","Throughput.ops.sec.","Operations","AverageLatency.us.","MinLatency.us.","MaxLatency.us.","X95thPercentileLatency.us.","X99thPercentileLatency.us.","Return.OK","X"
"32",4,"reference",10000,"true","uniform","UPDATE",1770936,4131428,11,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1012643,493.757424877277,249898,3698.45699445374,952,257919,4327,4619,249898,NA
"33",4,"clean-run",10000,"true","uniform","READ",1753896,1531016,11.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1031365,484.794422924959,250333,349.62716461673,45,8367,623,707,250333,NA
"34",4,"clean-run",10000,"true","uniform","UPDATE",1753896,1531016,11.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1031365,484.794422924959,249667,3772.30906767815,974,257919,4339,4643,249667,NA
"35",4,"avg-run",10000,"true","uniform","READ",1734676,3814372,11.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,997971,501.016562605527,250125,337.637009495252,31,16071,591,667,250125,NA
"36",4,"avg-run",10000,"true","uniform","UPDATE",1734676,3814372,11.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,997971,501.016562605527,249875,3648.26345972986,884,227455,4235,4471,249875,NA
"37",5,"extend",10000,"true","uniform","EXTEND",1802540,3686384,11.3,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,1988395,251.459091377719,500000,3972.1936,1118,259327,4739,4975,500000,NA
"38",5,"run",10000,"true","uniform","READ",1902352,2164876,11.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1042630,479.556506143119,249777,357.909767512621,48,7751,635,722,249777,NA
"39",5,"run",10000,"true","uniform","UPDATE",1902352,2164876,11.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1042630,479.556506143119,250223,3801.64047269835,1046,258815,4415,4727,250223,NA
"40",5,"reference",10000,"true","uniform","READ",1899708,198900,11.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1034412,483.366395594792,250392,348.89355091217,46,8495,627,712,250392,NA
"41",5,"reference",10000,"true","uniform","UPDATE",1899708,198900,11.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1034412,483.366395594792,249608,3786.11697141117,1009,256639,4387,4703,249608,NA
"42",5,"clean-run",10000,"true","uniform","READ",2036280,3241504,11.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1058534,472.351384084026,249138,347.81178704172,48,9079,632,724,249138,NA
"43",5,"clean-run",10000,"true","uniform","UPDATE",2036280,3241504,11.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1058534,472.351384084026,250862,3866.21960280951,1053,283903,4427,4775,250862,NA
"44",5,"avg-run",10000,"true","uniform","READ",1926596,1784860,11.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1010046,495.026959168196,250728,340.025792891101,30,8335,612,700,250728,NA
"45",5,"avg-run",10000,"true","uniform","UPDATE",1926596,1784860,11.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1010046,495.026959168196,249272,3702.11011264803,913,259327,4299,4563,249272,NA
"46",6,"extend",10000,"true","uniform","EXTEND",2020212,72092,11.7,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2132012,234.52025598355,500000,4259.643684,1159,259199,4895,5159,500000,NA
"47",6,"run",10000,"true","uniform","READ",2009256,4129092,11.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1096813,455.866223321569,250525,373.177894421714,50,6627,659,753,250525,NA
"48",6,"run",10000,"true","uniform","UPDATE",2009256,4129092,11.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1096813,455.866223321569,249475,4013.76596853392,1053,276991,4535,4879,249475,NA
"49",6,"reference",10000,"true","uniform","READ",2037008,3495532,11.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1068776,467.824876307103,250205,353.808525009492,49,6839,631,724,250205,NA
"50",6,"reference",10000,"true","uniform","UPDATE",2037008,3495532,11.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1068776,467.824876307103,249795,3916.90835685262,1067,256767,4463,4787,249795,NA
"51",6,"clean-run",10000,"true","uniform","READ",2213424,3685724,12,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1108266,451.155228077014,249800,362.183742994396,49,7215,633,725,249800,NA
"52",6,"clean-run",10000,"true","uniform","UPDATE",2213424,3685724,12,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1108266,451.155228077014,250200,4060.42669864109,1048,259199,4499,4863,250200,NA
"53",6,"avg-run",10000,"true","uniform","READ",1932916,2672548,11.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,999083,500.458920830401,249638,316.062971182272,31,8375,591,678,249638,NA
"54",6,"avg-run",10000,"true","uniform","UPDATE",1932916,2672548,11.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,999083,500.458920830401,250362,3668.4616315575,806,256511,4255,4523,250362,NA
"55",7,"extend",10000,"true","uniform","EXTEND",2000944,3621316,12.1,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2235093,223.704338029782,500000,4466.244992,1163,259839,4943,5263,500000,NA
"56",7,"run",10000,"true","uniform","READ",2069496,578656,12.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1134412,440.756973656837,249686,375.301130219556,52,8495,660,750,249686,NA
"57",7,"run",10000,"true","uniform","UPDATE",2069496,578656,12.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1134412,440.756973656837,250314,4150.48129948784,1106,300287,4551,4959,250314,NA
"58",7,"reference",10000,"true","uniform","READ",2086240,1276504,12.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1112713,449.352168977984,250741,356.023227154713,51,5079,633,719,250741,NA
"59",7,"reference",10000,"true","uniform","UPDATE",2086240,1276504,12.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1112713,449.352168977984,249259,4098.72116152275,1073,260863,4519,4935,249259,NA
"60",7,"clean-run",10000,"true","uniform","READ",2377080,2974312,12.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1131667,441.82608488186,249159,358.470683378887,52,4663,642,736,249159,NA
"61",7,"clean-run",10000,"true","uniform","UPDATE",2377080,2974312,12.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1131667,441.82608488186,250841,4148.27908117094,1083,258047,4539,4963,250841,NA
"62",7,"avg-run",10000,"true","uniform","READ",2093144,2482096,12.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,997237,501.385327660326,249736,323.209681423583,31,6211,585,670,249736,NA
"63",7,"avg-run",10000,"true","uniform","UPDATE",2093144,2482096,12.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,997237,501.385327660326,250264,3655.88919301218,857,258175,4251,4503,250264,NA
"64",8,"extend",10000,"true","uniform","EXTEND",2186756,1973020,12.4,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2286995,218.62750027875,500000,4570.470948,1301,304895,4967,5451,500000,NA
"65",8,"run",10000,"true","uniform","READ",2251244,198688,12.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1150201,434.706629536924,250369,367.408493064237,57,9567,647,731,250369,NA
"66",8,"run",10000,"true","uniform","UPDATE",2251244,198688,12.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1150201,434.706629536924,249631,4232.12208419627,1100,302335,4571,5367,249631,NA
"67",8,"reference",10000,"true","uniform","READ",2343212,2226032,12.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1174931,425.556905043786,250127,356.179424852175,57,6291,634,717,250127,NA
"68",8,"reference",10000,"true","uniform","UPDATE",2343212,2226032,12.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1174931,425.556905043786,249873,4338.38645231778,1166,260991,4555,5647,249873,NA
"69",8,"clean-run",10000,"true","uniform","READ",2420044,958308,12.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1179755,423.816809422295,250871,360.876785280084,59,4843,640,724,250871,NA
"70",8,"clean-run",10000,"true","uniform","UPDATE",2420044,958308,12.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1179755,423.816809422295,249129,4365.08897398536,1121,260863,4583,5839,249129,NA
"71",8,"avg-run",10000,"true","uniform","READ",2158644,960068,12.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1008065,495.999761920114,249815,334.35889358125,31,9903,580,660,249815,NA
"72",8,"avg-run",10000,"true","uniform","UPDATE",2158644,960068,12.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1008065,495.999761920114,250185,3688.35535303875,847,291327,4235,4483,250185,NA
"73",9,"extend",10000,"true","uniform","EXTEND",2312032,3112716,12.7,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2320175,215.500985917011,500000,4636.785394,1294,302335,5027,5771,500000,NA
"74",9,"run",10000,"true","uniform","READ",2246728,2729568,12.7,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1201339,416.20225431789,249398,380.598757808804,62,9423,669,757,249398,NA
"75",9,"run",10000,"true","uniform","UPDATE",2246728,2729568,12.7,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1201339,416.20225431789,250602,4408.03811621615,1186,296447,4635,6075,250602,NA
"76",9,"reference",10000,"true","uniform","READ",2210672,1910060,12.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1178707,424.193629120723,250356,374.287618431354,59,10223,653,737,250356,NA
"77",9,"reference",10000,"true","uniform","UPDATE",2210672,1910060,12.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1178707,424.193629120723,249644,4339.20139078047,1164,259071,4619,5771,249644,NA
"78",9,"clean-run",10000,"true","uniform","READ",2604664,2098644,12.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1219063,410.151075046983,250212,374.454710405576,63,2077,660,747,250212,NA
"79",9,"clean-run",10000,"true","uniform","UPDATE",2604664,2098644,12.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1219063,410.151075046983,249788,4498.0292367928,1186,260607,4647,6467,249788,NA
"80",9,"avg-run",10000,"true","uniform","READ",2358108,2609036,12.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1006159,496.939350540024,250747,324.240270073022,31,10215,579,661,250747,NA
"81",9,"avg-run",10000,"true","uniform","UPDATE",2358108,2609036,12.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1006159,496.939350540024,249253,3703.76183235508,866,256895,4255,4527,249253,NA
"82",10,"extend",10000,"true","uniform","EXTEND",2495532,3301668,13,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2382088,209.899886150302,500000,4760.243694,1338,329983,5111,6695,500000,NA
"83",10,"run",10000,"true","uniform","READ",2444860,87324,13.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1228143,407.118715003058,250663,391.034919393768,65,6367,679,765,250663,NA
"84",10,"run",10000,"true","uniform","UPDATE",2444860,87324,13.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1228143,407.118715003058,249337,4525.11051709133,1214,261759,4711,6867,249337,NA
"85",10,"reference",10000,"true","uniform","READ",2516492,625720,13.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1238585,403.686464796522,249715,381.658698916765,63,8367,670,759,249715,NA
"86",10,"reference",10000,"true","uniform","UPDATE",2516492,625720,13.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1238585,403.686464796522,250285,4560.79970034161,1210,267775,4699,8215,250285,NA
"87",10,"clean-run",10000,"true","uniform","READ",2904844,2163912,13.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1292257,386.9199393,249490,393.503258647641,65,8199,679,768,249490,NA
"88",10,"clean-run",10000,"true","uniform","UPDATE",2904844,2163912,13.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1292257,386.9199393,250510,4759.2918486288,1165,275199,4735,10679,250510,NA
"89",10,"avg-run",10000,"true","uniform","READ",2401020,3229712,13.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1028512,486.139199153729,250207,341.134132937927,31,6167,595,677,250207,NA
"90",10,"avg-run",10000,"true","uniform","UPDATE",2401020,3229712,13.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1028512,486.139199153729,249793,3768.6644942012,884,260351,4295,4587,249793,NA
"91",11,"extend",10000,"true","uniform","EXTEND",2573564,2351472,13.3,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2593579,192.783794131584,500000,5183.06688,1391,317951,5271,11943,500000,NA
"92",11,"run",10000,"true","uniform","READ",2434496,562696,13.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1332386,375.26662693844,249767,447.478225706358,68,10087,750,841,249767,NA
"93",11,"run",10000,"true","uniform","UPDATE",2434496,562696,13.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1332386,375.26662693844,250233,4869.80404263227,1269,263167,4839,15743,250233,NA
"94",11,"reference",10000,"true","uniform","READ",2499544,2526664,13.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1324177,377.593025705778,249889,418.225812260644,68,8735,726,818,249889,NA
"95",11,"reference",10000,"true","uniform","UPDATE",2499544,2526664,13.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1324177,377.593025705778,250111,4868.3501245447,1228,289279,4807,12807,250111,NA
"96",11,"clean-run",10000,"true","uniform","READ",2846004,1315704,13.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1415784,353.161216682771,250467,431.332163518547,67,8911,738,833,250467,NA
"97",11,"clean-run",10000,"true","uniform","UPDATE",2846004,1315704,13.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1415784,353.161216682771,249533,5232.45276576645,1221,261887,4851,27471,249533,NA
"98",11,"avg-run",10000,"true","uniform","READ",2403144,2862548,13.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1046318,477.86619364285,250192,335.63729855471,33,10087,605,689,250192,NA
"99",11,"avg-run",10000,"true","uniform","UPDATE",2403144,2862548,13.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1046318,477.86619364285,249808,3844.93873694998,781,258943,4331,4659,249808,NA
"100",12,"extend",10000,"true","uniform","EXTEND",2471084,451424,13.7,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2633113,189.889305928002,500000,5262.017692,1377,321023,5355,14975,500000,NA
"101",12,"run",10000,"true","uniform","READ",2543772,4163380,13.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1322598,378.043819815242,250345,402.130376081008,70,4783,710,822,250345,NA
"102",12,"run",10000,"true","uniform","UPDATE",2543772,4163380,13.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1322598,378.043819815242,249655,4886.47776331337,1244,302591,4855,15879,249655,NA
"103",12,"reference",10000,"true","uniform","READ",2530344,3173224,13.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1341823,372.627388262088,250309,416.139759257558,70,8319,726,824,250309,NA
"104",12,"reference",10000,"true","uniform","UPDATE",2530344,3173224,13.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1341823,372.627388262088,249691,4948.68489452964,1241,311807,4863,17215,249691,NA
"105",12,"clean-run",10000,"true","uniform","READ",3125692,3291860,13.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1381421,361.94614096644,250580,395.6905618964,69,14103,694,796,250580,NA
"106",12,"clean-run",10000,"true","uniform","UPDATE",3125692,3291860,13.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1381421,361.94614096644,249420,5133.1639603881,1252,260735,4867,24095,249420,NA
"107",12,"avg-run",10000,"true","uniform","READ",2653088,1086780,13.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1054493,474.161516482328,250646,368.124514255165,33,10599,624,713,250646,NA
"108",12,"avg-run",10000,"true","uniform","UPDATE",2653088,1086780,13.9,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1054493,474.161516482328,249354,3851.4719234502,804,258815,4367,4687,249354,NA
"109",13,"extend",10000,"true","uniform","EXTEND",3028760,1403052,14.1,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2796004,178.82663973299,500000,5587.534612,1476,308223,5427,24847,500000,NA
"110",13,"run",10000,"true","uniform","READ",2674616,2223020,14.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1428385,350.045680961365,249288,428.413373287122,75,9255,734,829,249288,NA
"111",13,"run",10000,"true","uniform","UPDATE",2674616,2223020,14.1,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1428385,350.045680961365,250712,5262.90491480264,1297,316415,4943,34495,250712,NA
"112",13,"reference",10000,"true","uniform","READ",2624392,2651344,14.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1379571,362.431509505491,249762,432.344479944908,76,9927,727,820,249762,NA
"113",13,"reference",10000,"true","uniform","UPDATE",2624392,2651344,14.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1379571,362.431509505491,250238,5073.49283482125,1251,260223,4915,25279,250238,NA
"114",13,"clean-run",10000,"true","uniform","READ",3350216,4231064,14.3,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1420269,352.04598565483,250502,427.623184645232,75,6951,726,821,250502,NA
"115",13,"clean-run",10000,"true","uniform","UPDATE",3350216,4231064,14.3,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1420269,352.04598565483,249498,5254.8886403899,1323,300543,4931,49023,249498,NA
"116",13,"avg-run",10000,"true","uniform","READ",2748488,2545580,14.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1063564,470.117454144744,249992,353.157985055522,32,9319,623,711,249992,NA
"117",13,"avg-run",10000,"true","uniform","UPDATE",2748488,2545580,14.2,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1063564,470.117454144744,250008,3893.10606460593,866,260223,4399,4739,250008,NA
"118",14,"extend",10000,"true","uniform","EXTEND",2803908,1275284,14.4,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2843473,175.841303926571,500000,5682.633006,1509,265471,5503,34655,500000,NA
"119",14,"run",10000,"true","uniform","READ",2849556,3428172,14.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1453821,343.921294299642,250544,447.81800801456,84,4135,754,850,250544,NA
"120",14,"run",10000,"true","uniform","UPDATE",2849556,3428172,14.4,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1453821,343.921294299642,249456,5369.88261256494,1346,276223,5027,42047,249456,NA
"121",14,"reference",10000,"true","uniform","READ",2743968,1007580,14.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1442964,346.508991215304,249864,426.93748599238,76,9519,732,827,249864,NA
"122",14,"reference",10000,"true","uniform","UPDATE",2743968,1007580,14.5,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1442964,346.508991215304,250136,5334.00432164902,1330,303359,4995,35231,250136,NA
"123",14,"clean-run",10000,"true","uniform","READ",3665184,3937544,14.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1503798,332.491464944095,250024,429.723702524558,80,7107,730,823,250024,NA
"124",14,"clean-run",10000,"true","uniform","UPDATE",3665184,3937544,14.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1503798,332.491464944095,249976,5578.00668064134,1360,296447,5019,73791,249976,NA
"125",14,"avg-run",10000,"true","uniform","READ",2822676,2735256,14.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1066922,468.63781982188,249820,353.118044992395,32,6575,629,720,249820,NA
"126",14,"avg-run",10000,"true","uniform","UPDATE",2822676,2735256,14.6,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1066922,468.63781982188,250180,3904.42357502598,833,262399,4411,4767,250180,NA
"127",15,"extend",10000,"true","uniform","EXTEND",3022136,4185328,14.7,9.1,NA,NA,NA,NA,NA,0,0,0,0,1,2929877,170.655628205553,500000,5855.16379,1522,310271,5591,65791,500000,NA
"128",15,"run",10000,"true","uniform","READ",2900452,3494092,14.8,9.1,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,1515074,330.016883663768,250206,452.974041389895,85,5315,760,856,250206,NA
