Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,
58,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,650.9646,158,52127,2691,6019,10000
58,run,1000,true,zipfian,READ,1,0,0,0,0,10000,282.4496,55,45823,983,2737,10000
59,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,632.0574,163,41727,2645,5915,10000
59,run,1000,true,zipfian,READ,1,0,0,0,0,10000,296.1807,52,37791,1091,2847,10000
60,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,668.8482,162,50911,2793,6603,10000
60,run,1000,true,zipfian,READ,1,0,0,0,0,10000,289.3523,60,43711,976,2829,10000
61,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,678.5367,160,46079,2937,6855,10000
61,run,1000,true,zipfian,READ,1,0,0,0,0,10000,303.5129,58,43487,1034,2905,10000
62,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,681.1076,159,54879,2891,6683,10000
62,run,1000,true,zipfian,READ,1,0,0,0,0,10000,288.9405,54,41727,988,2773,10000
63,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,688.5868,159,47551,2881,6599,10000
63,run,1000,true,zipfian,READ,1,0,0,0,0,10000,281.1998,57,40927,918,2581,10000
64,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,700.9312,128,52031,2929,7115,10000
64,run,1000,true,zipfian,READ,1,0,0,0,0,10000,294.8826,53,43167,992,2733,10000
65,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,700.4075,166,51711,2939,6895,10000
65,run,1000,true,zipfian,READ,1,0,0,0,0,10000,315.928,59,41247,1193,2943,10000
66,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,739.5951,144,49567,3043,6951,10000
66,run,1000,true,zipfian,READ,1,0,0,0,0,10000,314.0181,56,41759,1076,3153,10000
67,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,696.1748,161,47359,2951,6855,10000
67,run,1000,true,zipfian,READ,1,0,0,0,0,10000,308.0597,57,41279,1074,2985,10000
68,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,695.4481,164,44799,2957,6539,10000
68,run,1000,true,zipfian,READ,1,0,0,0,0,10000,309.7415,61,43743,1023,3165,10000
69,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,723.8505,169,50655,3223,6867,10000
69,run,1000,true,zipfian,READ,1,0,0,0,0,10000,315.5693,54,42783,1135,3105,10000
